Küresel ısınmanın en önemli sonucu nedir	sonucu	DESCRIPTION	EFFECT	İklim değişikliği		DESCRIPTION
Güneşten gelen mor ötesi ışınların büyük bir kısmını absorbe eden katman nedir	katman	ENTITY	OTHERS	Ozon tabakası		ENTITY
Ozon tabakasının incelmesinin en önemli sebebi nedir	sebebi	DESCRIPTION	REASON	Kloroflorokarbon gazları		DESCRIPTION
Yeryüzünün altındaki sıcak suları enerji kaynağı olarak kullanan sistemlere ne ad verilir	sistemlere ad	DESCRIPTION	DEFINITION	Jeotermal		DESCRIPTION
İnsanın yaşamı üzerinde etkili olan faktörlerin toplamına ne denir	faktörlerin toplamına denir	DESCRIPTION	DEFINITION	Çevre		DESCRIPTION
Belirli bir zamanda sınırları belli bir alan içerisinde yaşayan insan sayısına ne denir	insan sayısına denir	DESCRIPTION	DEFINITION	Nüfus		DESCRIPTION
Belirli bir zamanda bir ülke sınırları içinde kişilere yönelik yapılan demografik ekonomik ve sosyal verilerin toplanması ve bu verilerin değerlendirilmesi işlemine ne denir	verilerin toplanması ve değerlendirilmesi işlemine denir	DESCRIPTION	DEFINITION	Nüfus sayımı		DESCRIPTION
Osmanlı devletinde ilk nüfus sayımı hangi padişah zamanında yapılmıştır	hangi padişah zamanında	HUMAN	INDIVIDUAL	2.Mahmut/II. Mahmut/Mahmut II		HUMAN
Osmanlı devletinde ilk nüfus sayımı ne zaman yapılmıştır	ne zaman yapılmıştır	TEMPORAL	DATE	1831		TEMPORAL
Çinde ilk modern nüfus sayımı ne zaman yapılmıştır	ne zaman yapılmıştır	TEMPORAL	DATE	1953		TEMPORAL
İnsanlık tarihi boyunca Dünya nüfusunda kaç kez büyük artış dönemi yaşanmıştır	kaç kez	NUMERIC	COUNT	3		NUMERIC
M.Ö. 4000 yılında tahmini insan nüfusu ne kadardır	insan nüfusu ne kadardır	NUMERIC	SIZE.POPULATION	30.000.000/30 Milyon		NUMERIC
Miladi takvimin başlangıcı olan 0 yılında tahmini dünya nüfusu ne kadardır	dünya nüfusu ne kadardır	NUMERIC	SIZE.POPULATION	310.000.000/310 milyon		NUMERIC
Sanayi devrimi ile en önemli nüfus artışı hangi kıtada yaşanmıştır	hangi kıtada	LOCATION	CONTINENT	Avrupa		LOCATION
Batı avrupa ülkelerinin fazla göç almasının temel sebebi nedir	temel sebebi	DESCRIPTION	REASON	Sanayi		DESCRIPTION
Amerika birleşik devletlerinin doğu kıyılarının fazla göç almasının temel sebebi nedir	temel sebebi	DESCRIPTION	REASON	Liman ticareti		DESCRIPTION
Güneydoğu asyanın fazla göç almasının temel sebebi nedir	temel sebebi	DESCRIPTION	REASON	Tarıma elverişlilik		DESCRIPTION
Kutuplara yakın bölgelerde nüfus yoğunluğunun az olmasının en önemli sebebi nedir	sebebi	DESCRIPTION	REASON	İklim		DESCRIPTION
Yüksek dağlık alanlarda nüfus yoğunluğunun az olmasının en temel sebebi nedir	sebebi	DESCRIPTION	REASON	Ulaşımın sınırlı olması		DESCRIPTION
Ekvator bölgesinde nüfuslanmanın az olmasının en temel sebebi nedir	sebebi	DESCRIPTION	REASON	Sık ormanlar		DESCRIPTION
Dünyanın en fazla nüfusa sahip kıtası hangisidir	kıtası	LOCATION	CONTINENT	Asya		LOCATION
Dünyanın en az nüfusa sahip kıtası hangisidir	kıtası	LOCATION	CONTINENT	Okyanusya		LOCATION
1950-2010 yılları arasında nüfusun artışındaki değişikliklerin en önemli sebebi nedir	sebebi	DESCRIPTION	REASON	İnsanların yaşam düzeylerinin yükselmesi		DESCRIPTION
1950-2010 yılları arasında nüfus en fazla hangi kıtalarda toplanmıştır	hangi kıtalarda	LOCATION	CONTINENT	Asya ve Avrupa		LOCATION
Asya kıtasındaki nüfus artışının temel nedeni nedir	temel nedeni	DESCRIPTION	REASON	Doğum oranının fazla olması		DESCRIPTION
Nüfus artış hızı en fazla olan kıta hangisidir	kıta hangisidir	LOCATION	CONTINENT	Afrika		LOCATION
Sınırları belli bir alanda belli bir süre içinde nüfus sayısındaki değişime ne denir	değişime denir	DESCRIPTION	DEFINITION	Nüfus artışı		DESCRIPTION
Doğum oranından ölüm oranı çıkartıldığında ne bulunur	ne bulunur	DESCRIPTION	DESCRIPTION	Doğal nüfus artışı		ENTITY
2010 yılına göre dünyadaki nüfus artış oranı kaçtır	nüfus artış oranı kaçtır	NUMERIC	PERCENTAGE	11.40%		NUMERIC
Gelişmekte olan ülkelerde ortalama yaşam süresinin uzamasının gelecekte doğuracağı en önemli sonuç nedir	sonuç	DESCRIPTION	EFFECT	Yaşlılık sorunu		DESCRIPTION
Genç nüfus olarak kabul edilen yaş grubu nedir	yaş grubu	NUMERIC	RANGE	0-14		ENTITY
Olgun nüfus olarak kabul edilen yaş grubu nedir	yaş grubu	NUMERIC	RANGE	15-64		ENTITY
Yaşlı nüfus olarak kabul edilen yaş grubu nedir	yaş grubu	NUMERIC	RANGE	65 ve üzeri		ENTITY
Nüfusun yaş yapısını belirleyen en önemli faktör nedir	faktör	DESCRIPTION	REASON	Doğum oranı		DESCRIPTION
Bağımlı nüfusu hangi yaş grupları oluşturur	hangi yaş grupları	HUMAN	GROUP	Genç ve yaşlı nüfus		ENTITY
Bir alandaki toplam nüfusun o alanın yüz ölçümüne bölünmesiyle ne elde edilir	ne elde edilir	DESCRIPTION	DESCRIPTION	Arimetik nüfus yoğunluğu		DESCRIPTION
Bir ülkedeki nüfusun ülke yüz ölçümüne oranlanmasıyla ne elde edilir	ne elde edilir	DESCRIPTION	DESCRIPTION	Nüfus yoğunluğu		DESCRIPTION
Antarktika Kıtasında yerleşik hayatın olmamasının en büyük sebebi nedir	sebebi	DESCRIPTION	REASON	İklim koşulları		DESCRIPTION
Ganj nehri hangi ülkededir	hangi ülkededir	LOCATION	COUNTRY	Hindistan		LOCATION
Dekkan platosu Hindistan'ın hangi tarafında bulunur	Hindistanın hangi tarafında	LOCATION	REGION	Güney		ENTITY
Ganj nehri nerede doğar	nerede doğar	LOCATION	COUNTRY	Himalayalar		LOCATION
Ganj nehri nereden denize dökülür	nereden dökülür	LOCATION	CITY	Bengal Körfezi		LOCATION
Hindistan'ın tarım açısından en zengin ovaları hangileridir	Hindistanın ovaları	ENTITY	PLAIN	İndus ve Ganj		ENTITY
Hindistan'da yaşayanların yüzde kaçı tarımla uğraşır	yaşayanların yüzde kaçı	NUMERIC	PERCENTAGE	0.64		NUMERIC
Bengal Havzası'nda en çok hangi tarım ürününün üretimi yaygındır	hangi tarım ürününün	ENTITY	PLANT	Pirinç		ENTITY
Hint kenevirinin diğer adı nedir	Hint kenevirinin adı	ENTITY	OTHERS	Jüt		ENTITY
Hindistan pamuk ve tütün üretimi bakımından dünyada kaçıncı sıradadır	kaçıncı sıradadır	NUMERIC	COUNT	3		NUMERIC
Dünyada mercimek üretiminde birinci sırada olan ülke neresidir	ülke neresidir	LOCATION	COUNTRY	Hindistan		LOCATION
Hindistan bağımsızlığını hangi tarihte kazanmıştır	hangi tarihte	TEMPORAL	DATE	1947		TEMPORAL
Tac Mahal'i kim yaptırmıştır	kim yaptırmıştır	HUMAN	INDIVIDUAL	Babür Şah'ı		HUMAN
Hollanda'nın resmi dili nedir	resmi dili	HUMAN	LANGUAGE	Flemenkçe		HUMAN
Hollanda'nın kuzeyi ve güneyi arasındaki uzaklık ne kadardır	uzaklık ne kadardır	NUMERIC	SIZE.LENGTH	300 km		NUMERIC
Hollanda topraklarının kaçta kaçı deniz seviyesinin altındadır	Hollanda topraklarının kaçta kaçı	NUMERIC	PERCENTAGE	4’te 1/25%/%25		NUMERIC
Denizden kazanılan topraklara ne ad verilir	topraklara ad	ENTITY	ENTITY	Polder		DESCRIPTION
Hollanda'nın en yüksek noktası kaç metredir	kaç metredir	NUMERIC	SIZE.LENGTH	321		NUMERIC
Hollanda'nın en yüksek noktası neresidir	noktası neresidir	LOCATION	LOCATION	Vaalsberg tepesi		LOCATION
Hollanda'nın en alçak noktası kaç metredir	kaç metredir	NUMERIC	SIZE.LENGTH	-6.7 m		NUMERIC
Dünya'da iç su ulaşım ağı en gelişmiş ülke hangisidir	ülke	LOCATION	COUNTRY	Hollanda		LOCATION
Hollanda'daki ormanlar ülke arazisinin yüzde kaçını oluşturur	ülke arazisinin yüzde kaçını	NUMERIC	PERCENTAGE	0.18/18%/%18		NUMERIC
Hollanda'nın nüfus yoğunluğu ne kadardır	nüfus yoğunluğu ne kadardır	NUMERIC	SIZE.DENSITY	353 kişi/km2		NUMERIC
İtalya'da hakim olan din hangisidir	din	HUMAN	RELIGION	Hristiyanlık		HUMAN
İtalya'nın uzaydan görünüşü neyi andırır	neyi andırır	DESCRIPTION	DESCRIPTION	Çizme		ENTITY
İtalya'nın en büyük adaları hangileridir	İtalyanın adaları	ENTITY	OTHERS	Sicilya ve Sardinya		ENTITY
İtalya'da sanayi hangi tarihten sonra hızlı bir ilerleme sürecine girmiştir	hangi tarihten sonra	TEMPORAL	DATE	1950		TEMPORAL
İtalya'ya bir yılda yaklaşık ne kadar turist gelmektedir	ne kadar turist	NUMERIC	SIZE.POPULATION	40 milyon/40000000/40.000.000		ENTITY
Fransa'da yıllık kişi başına düşen milli gelir ne kadardır	milli gelir ne kadardır	NUMERIC	MONEY	33.678$/33678$		NUMERIC
Fransa'daki havaalanı sayısı kaçtır	havaalanı sayısı kaçtır	NUMERIC	COUNT	478		NUMERIC
Dünyada turistlik açıdan en fazla ziyaret edilen ülke neresidir	ülke neresidir	LOCATION	COUNTRY	Fransa		LOCATION
ABD'nin baş şehri neresidir	baş şehri neresidir	LOCATION	CAPITAL	Washington		LOCATION
ABD kaç eyaletten oluşmaktadır	kaç eyaletten	NUMERIC	COUNT	50		NUMERIC
Amerika kıtasını kim keşfetmiştir	kim	HUMAN	INDIVIDUAL	Kristof Kolomb		HUMAN
Federal Almanya ve Doğu Almanya hangi tarihte birleşmişlerdir	hangi tarihte	TEMPORAL	DATE	3 Ekim 1990/1990		TEMPORAL
Almanya'da yaşayan Türk sayısı yaklaşık ne kadardır	Türk sayısı ne kadardır	NUMERIC	SIZE.POPULATION	3 Milyon/3000000/3.000.000		NUMERIC
Rusya Federasyonu hangi yıl kurulmuştur	hangi yıl	TEMPORAL	DATE	1991		TEMPORAL
Rusya'nın hangi kıtalarda toprağı vardır	hangi kıtalara	LOCATION	CONTINENT	Avrupa Asya		LOCATION
Çin'in en önemli akarsularından olan Yang-çe'nin Türkçe anlamı nedir	Türkçe anlamı	DESCRIPTION	DESCRIPTION	Mavi Irmak		ENTITY
Çin'in ikinci büyük ırmağı olan Huang-ho’nun anlamı nedir	anlamı	DESCRIPTION	DESCRIPTION	Sarı Irmak		ENTITY
Çin uygarlığı kaç yıllık bir geçmişe sahiptir	kaç yıllık	NUMERIC	COUNT	4000 yılık		NUMERIC
Çin hangi yıldan itibaren sosyalist bir idare tarzı ile yönetilir	hangi yıldan itibaren	TEMPORAL	DATE	1949		TEMPORAL
Pekin'in nüfusu kaç kişidir	kaç kişidir	NUMERIC	SIZE.POPULATION	19 Milyon/19000000/19.000.000		NUMERIC
HongKong'da hangi iklim hakimdir	hangi iklim	ENTITY	OTHERS	Muson iklimi		HUMAN
Çin Ar-Ge çalışmalarına yıllık ne kadar para ayırmaktadır	ne kadar para	NUMERIC	MONEY	30.5 Milyar Dolar		ENTITY
İnsani gelişim endeksini hangi topluluk hazırlar	hangi topluluk	HUMAN	GROUP	Birleşmiş Milletler		HUMAN
HongKong hangi tarihe kadar İngiliz Krallığına bağlı bir sömürgeydi	hangi tarihe	TEMPORAL	DATE	1 Temmuz 1997/1997		TEMPORAL
Çin Halk Cumhuriyeti coğrafi açıdan kaç bölgeye ayrılır	kaç bölgeye	NUMERIC	COUNT	4		NUMERIC
Rusya'daki petrol rezervlerinin %80'i Rusya'nın hangi bölgesinde bulunur	Rusyanın hangi bölgesinde	LOCATION	REGION	Sibirya		LOCATION
Rusya hangi ülkenin dağılmasıyla kurulmuştur	hangi ülkenin	LOCATION	COUNTRY	SSCB		LOCATION
SSCB'nin açılımı nedir	açılımı	ABBREVIATION	EXPRESSION	Sovyet Sosyalist Cumhuriyetler Birliği		ABBREVIATION
İpek yolunun başlangıcı hangi ülkedir	hangi ülkedir	LOCATION	COUNTRY	Çin		LOCATION
İlk coğrafi keşifler kaçıncı yüzyılda başlamıştır	kaçıncı yüzyılda	TEMPORAL	CENTURY	14. Yüzyıl/XIV		TEMPORAL
Ümit burnu ne zaman keşfedilmiştir	ne zaman keşfedilmiştir	TEMPORAL	DATE	1487		TEMPORAL
Ümit burnu kimin tarafından keşfedilmiştir	kim tarafından	HUMAN	INDIVIDUAL	Bartelmi Diaz		HUMAN
Bartelmi Diaz nerelidir	nerelidir	LOCATION	COUNTRY	Portekiz		LOCATION
Dünyayı dolaşan ilk denizci kimdir	denizci kimdir	HUMAN	INDIVIDUAL	Macellan		HUMAN
Kristof Kolomb Amerika'ya ilk kez ne zaman ulaşmıştır	ne zaman ulaşmıştır	TEMPORAL	DATE	1492		TEMPORAL
Akdeniz ile Hint okyanusu arasındaki ticaret yollarını kısaltmayı sağlayan kanal hangisidir	kanal	ENTITY	RIVER	Süveyş Kanalı		ABBREVIATION
Dünyada ilk telgraf hattı ne zaman kurulmuştur	ne zaman kurulmuştur	TEMPORAL	DATE	1844		TEMPORAL
Matbaa ne zaman icat edildi	ne zaman icat edildi	TEMPORAL	DATE	1450		TEMPORAL
İlk fotoğraf makinası ne zaman yapıldı	ne zaman yapıldı	TEMPORAL	DATE	1837		TEMPORAL
Telefon hangi tarihte icat edildi	hangi tarihte	TEMPORAL	DATE	1861		TEMPORAL
Ses kayıt makinasının icat edilme tarihi nedir	icat edilme tarihi	TEMPORAL	DATE	1877		TEMPORAL
Kıtalar arası ilk telefon görüşmesi ne zaman yapıldı	ne zaman yapıldı	TEMPORAL	DATE	1915		TEMPORAL
Renkli televizyonun ilk üretilme tarihi nedir	ilk üretilme tarihi	TEMPORAL	DATE	1928		TEMPORAL
Dünyada ilk olarak halkına televizyon yayını yapan ülke hangisidir	ülke	LOCATION	COUNTRY	İngiltere		LOCATION
Panama kanalından bir yılda yaklaşık kaç gemi geçmektedir	kaç gemi	NUMERIC	AVERAGE	13-14 bin/13000 14000		NUMERIC
Dünya ticaretinin yüzde kaçı Panama kanalı üzerinden yapılmaktadır	Dünya ticaretinin yüzde kaçı	NUMERIC	PERCENTAGE	%5/5%		NUMERIC
Süveyş Kanalının uzunluğu ne kadardır	uzunluğu ne kadardır	NUMERIC	SIZE.LENGTH	161 Km		NUMERIC
Dünyada kapakları olmayan en uzun kanal hangisidir	kanal	ENTITY	RIVER	Süveyş Kanalı		ENTITY
Kiel Kanalı hangi tarihte deniz trafiğine açılmıştır	hangi tarihte	TEMPORAL	DATE	1895		TEMPORAL
Yunanistan ve Mora yarımadasını birbirine bağlayan kanalın adı nedir	kanalın adı	ENTITY	RIVER	Korint Kanalı		ENTITY
Cebelitarik boğazının en sığ yeri ne kadardır	yeri ne kadardır	NUMERIC	SIZE.DEPTH	324 metre		NUMERIC
Cebelitarık boğazındaki yüzeysel akıntı nereden nereye doğrudur	yüzeysel akıntı nereden nereye doğrudur	ENTITY	OTHERS	Batıdan doğuya		LOCATION
Bering Boğazını kim keşfetmiştir	kim keşfetmiştir	HUMAN	INDIVIDUAL	Bering		HUMAN
Bering boğazı ne zaman keşfedilmiştir	ne zaman kaşfedilmiştir	TEMPORAL	DATE	1730		TEMPORAL
Bering boğazının kâşifi nerelidir	kaşifi nerelidir	LOCATION	COUNTRY	Danimarka		LOCATION
Karadeniz’in Akdeniz’e açılmasını sağlayan boğazlar hangileridir	boğazlar	ENTITY	OTHERS	İstanbul Boğazı Çanakkale Boğazı		ENTITY
İlk kara yolu ne zaman yapılmıştır	ne zaman yapılmıştır	TEMPORAL	DATE	Milattan Önce 7. Yüzyıl/M.Ö. VII. yy		TEMPORAL
Türkiye'de 100 km2'ye düşen yol ne kadardır	yol ne kadardır	NUMERIC	SIZE.LENGTH	3 Km		NUMERIC
Türkiye'de 100 km2'ye düşen yol kaç km'dir	yol kaç Kmdir	NUMERIC	SIZE.LENGTH	3 Km		NUMERIC
Türkiye'de 100 kilometrekarelik alana düşen yol kaç kilometredir	kaç kilometredir	NUMERIC	SIZE.LENGTH	3 kilometre/3 km		NUMERIC
Dünyada hava ulaşımının kaçta kaçı ABD sınırları içinden gerçekleşmektedir	hava ulaşımının kaçta kaçı	NUMERIC	PERCENTAGE	33%/%33		NUMERIC
Dünyada demir yolu ağının en sık olduğu bölge neresidir	bölge neresidir	LOCATION	LOCATION	ABD		LOCATION
Dünyanın en uzun demir yolu hattının adı nedir	demir yolu hattının adı	ENTITY	OTHERS	Trassibirya		ENTITY
Transsibirya demiryolu hattının yaklaşık uzunluğu ne kadardır	uzunluğu ne kadardır	NUMERIC	AVERAGE	15000 km		NUMERIC
Dünyanın en uzun demiryolu hattının yaklaşık uzunluğu ne kadardır	uzunluğu ne kadardır	NUMERIC	AVERAGE	15000 km		NUMERIC
Afrika demir yollarının gelişiminde hangi devletin desteği Avrupa devletinin desteği büyüktür	hangi Avrupa devletinin desteği	LOCATION	COUNTRY	Fransa		ENTITY
Yük ve yolcu taşıma maliyetinin en yüksek olduğu ulaşım yolu hangisidir	ulaşım yolu	ENTITY	OTHERS	Hava yolları		ENTITY
Türkiye'de 1000 kişiye kaç km yol düşmektedir	kaç km yol	NUMERIC	SIZE.LENGTH	1 km		NUMERIC
Yazı ilk defa hangi uygarlık tarafından bulunmuştur	hangi uygarlık	HUMAN	NATION	Sümerler		HUMAN
Telgraf hatlarının kurulması ile hangi iletişim türü başlamıştır	hangi iletişim türü	ENTITY	OTHERS	Elektronik iletişim		LOCATION
Hürmüz boğazının en dar yeri ne kadardır	yeri ne kadardır	NUMERIC	SIZE.LENGTH	56 km		NUMERIC
Baltık denizini Kuzey denize bağlayan kanalın uzunluğu ne kadardır	uzunluğu ne kadardır	NUMERIC	SIZE.LENGTH	99 km		NUMERIC
Kiel kanalının uzunluğu ne kadardır	uzunluğu ne kadardır	NUMERIC	SIZE.LENGTH	99 km		NUMERIC
Babülmendep Kanalı hangi ülkelerin kıyıları arasındadır	hangi ülkelerin	LOCATION	COUNTRY	Yemen Somali		LOCATION
Bering boğazı hangi denizleri birbirine bağlar	hangi denizleri	ENTITY	SEA	Bering Kuzey Buz		ENTITY
Bugüne kadar Dünya üzerindeki ölçülen en yüksek hava sıcaklığı kaç derecedir	kaç derecedir	NUMERIC	DEGREE	57 C		NUMERIC
Bugüne kadar Dünya üzerindeki ölçülen en yüksek hava sıcaklığı nerede ölçülmüştür	nerede ölçülmüştür	LOCATION	LOCATION	El Azizias		LOCATION
Bugüne kadar Dünya üzerindeki ölçülen en düşük hava sıcaklığı kaç derecedir	kaç dereecedir	NUMERIC	DEGREE	-89.2 C		NUMERIC
Bugüne kadar Dünya üzerindeki ölçülen en düşük hava sıcaklığı nerede ölçülmüştür	nerede ölçülmüştür	LOCATION	LOCATION	Vostok araştırma merkezi		LOCATION
İke kasırgası ne zaman gerçekleşmiştir	ne zaman gerçekleşmiştir	TEMPORAL	DATE	7 Eylül 2008		TEMPORAL
İke kasırgası ne kadar hıza ulaşmıştır	ne kadar hıza	NUMERIC	SPEED	180 km-s		ENTITY
Töhoku depremi ne zaman gerçekleşmiştir	ne zaman gerçekleşmiştir	TEMPORAL	DATE	2011		TEMPORAL
Marmara depremi kaç şiddetinde olmuştur	kaç şiddetinde	NUMERIC	COUNT	7.4		NUMERIC
Marmara depremi hangi tarihte meydana gelmiştir	hangi tarihte	TEMPORAL	DATE	17 Ağustos 1999		TEMPORAL
Yeryüzünde özellikle aşırı yağış alan eğimli bölgelerde yaydın olarak görülen kütle hareketlerine ne denir	kütle hareketlerine denir	DESCRIPTION	DEFINITION	Heyelan		DESCRIPTION
Bir bölgede nem miktarındaki geçici dengesizliğin o bölgedeki su kıtlığı ile ilişkisine ne ad verilir	ilişkisine ad	DESCRIPTION	DEFINITION	Kuraklık		DESCRIPTION
1965-1967 yılları arasında Hindistan'da hüküm süren kuraklık sonucu kaç kişi hayatını kaybetmiştir	kaç kişi	NUMERIC	COUNT	1.5 Milyon/1500000/1.500.000		NUMERIC
Manş tüneli hangi tarihte hizmete açılmıştır	hangi tarihte	TEMPORAL	DATE	1994		TEMPORAL
Manş tüneli hangi ülkeler arasındadır	hangi ülkeler	LOCATION	COUNTRY	Fransa İngiltere		LOCATION
Dünyanın en büyük su nakli projesi hangi ülkeye aittir	hangi ülkeye	LOCATION	COUNTRY	Libya		LOCATION
Toba dağı hangi ülke sınırları içerisindedir	hangi ülke sınırları	LOCATION	COUNTRY	Endonezya		LOCATION
Mal ve hizmetlerin sağlanmasına ne denir	Mal ve hizmetlerin sağlanmasına denir	DESCRIPTION	DEFINITION	Üretim		DESCRIPTION
Mal ve hizmetlerin tüketiciye ulaştırılmasına ne ad verilir	ulaştırılmasına ad	DESCRIPTION	DEFINITION	Dağıtım		DESCRIPTION
Mal ve hizmetlerin kullanılması ne ile ifade edilir	ne ile ifade edilir	DESCRIPTION	DEFINITION	Tüketim		ENTITY
Ekonomik faaliyetlerin ilk zincirini ne oluşturur	ne oluşturur	ENTITY	OTHERS	Üretim		ENTITY
Ekonomik faaliyetlerin son zincirini ne oluşturur	ne oluşturur	ENTITY	OTHERS	Tüketim		ENTITY
Türkiye’de çay üretimi hangi bölgede olur	hangi bölgede	LOCATION	REGION.LOCAL	Doğu Karadeniz		LOCATION
Bir çizimin harita özelliği taşıması için kaç temel ilkeye uyma zorunluluğu vardır	kaç temel ilkeye	NUMERIC	COUNT	3		NUMERIC
Yeryüzündeki ayrıntıları en az hata ile bir düzlem üzerinde gösterebilmek için geliştirilen metotlara ne ad verilir	metotlara ad	DESCRIPTION	DEFINITION	İz düşüm metotları		DESCRIPTION
Harita çizimi ile uğraşan bilim dalına ne ad verilir	bilim dalına ad	DESCRIPTION	DEFINITION	Kartoğrafya		DESCRIPTION
Haritadaki uzunluğun gerçek uzunluğa bölünmesi neyi verir	neyi verir	DESCRIPTION	DESCRIPTION	Ölçek		DESCRIPTION
Ölçeği 1/20000 ile 1/200000 arasında olan haritalar hangileridir	haritalar	DESCRIPTION	DEFINITION	Topoğrafya Haritaları		ENTITY
Profil hangi tip haritalardan çıkarılabilir	hangi tip haritalardan	ENTITY	OTHERS	Fiziki Haritalardan		ENTITY
Eş derinlik eğrilerinin diğer adı nedir	Eş derinlik eğrilerinin adı	ENTITY	OTHERS	İzobat		ENTITY
Kıyıdan 200 metre derinliğe kadar olan saha neyle ifade edilir	saha neyle ifade edilir	DESCRIPTION	DEFINITION	Kıta sahanlığı		ENTITY
Gölgelendirme yöntemi ile çizim yapılırken haritanın sağ üst köşesinden kaç derecelik bir açıyla ışık geldiği varsayılır	kaç derecelik bir açıyla	NUMERIC	DEGREE	45		NUMERIC
Lejant ne demektir	ne demektir	DESCRIPTION	DEFINITION	Harita anahtarı		ABBREVIATION
Fiziki haritalarda yeşil alanlar kaç metre aralıklarını ifade eder	kaç metre aralıkları	NUMERIC	SIZE.LENGTH	0-200		NUMERIC
Haritadaki uzunluk ile harita ölçeğinin çarpımı neyi verir	neyi verir	DESCRIPTION	DESCRIPTION	Gerçek uzunluğu		DESCRIPTION
Kutuplara eşit uzaklıktaki noktaların birleştirilmesiyle elde edilen hayali çembere ne ad verilir	hayali çembere ad	ENTITY	ENTITY	Ekvator		DESCRIPTION
Kaç adet paralel vardır	Kaç adet paralel	NUMERIC	COUNT	180		ENTITY
Paraleller hangi doğrultuda uzanır	hangi doğrultuda	ENTITY	OTHERS	Doğu-Batı		ENTITY
İki paralel arasındaki uzaklık ne kadardır	uzaklık ne kadardır	NUMERIC	SIZE.LENGTH	111 km		NUMERIC
230-271 kuzey enleminin özel adı nedir	230-271 kuzey enleminin adı	ENTITY	OTHERS	Yengeç dönencesi		ENTITY
230-271 güney enlemin diğer adı nedir	230-271 güney enleminin adı	ENTITY	OTHERS	Oğlak dönencesi		ENTITY
Bir noktanın Ekvator'a olan uzaklığının açı cinsinden değerine ne denir	açı cinsinden değerine denir	ENTITY	ENTITY	Enlem		DESCRIPTION
Greenwich'in antimeridyeni nedir	antimeridyeni	ENTITY	OTHERS	1800 boylamı		ENTITY
900 güney paralelinin özel adı nedir	900 güney paralelinin adı	ENTITY	OTHERS	Güney kutup noktası		ENTITY
Saat dilimleri kaç meridyende bir numaralandırılır	kaç meridyende bir	NUMERIC	COUNT	15		NUMERIC
İleri saat uygulamasına gidilmeye hangi tarihten itibaren başlanmıştır	hangi tarihten itibaren	TEMPORAL	DATE	1978		TEMPORAL
En büyük paralel dairesi hangisidir	paralel dairesi	ENTITY	OTHERS	Ekvator		ENTITY
Güneş'in ufuk düzlemi üzerinde en yüksek noktaya ulaştığı zamana ne denir	zamana denir	DESCRIPTION	DEFINITION	Öğle vakti		DESCRIPTION
Ekonomik sosyal doğal ya da siyasi nedenlerle birey veya toplulukların yer değiştirmesine ne denir	yer değiştirmesine denir	DESCRIPTION	DEFINITION	Göç		DESCRIPTION
Bir ülke içinde bölge şehir ve köy gibi bir yerden diğerine yönelik nüfus hareketlerine ne denir	nüfus hareketlerine denir	DESCRIPTION	DEFINITION	İç göç		DESCRIPTION
Bir ülkeden başka bir ülkeye olan göçlere ne ad verilir	göçlere ad	DESCRIPTION	DEFINITION	Dış göç		DESCRIPTION
Göçlerin kaç temel sebebi vardır	kaç temel sebebi	NUMERIC	COUNT	4		NUMERIC
Türklerin Orta Asya'dan göç etmelerinin temel sebebi neydi	temel sebebi	DESCRIPTION	REASON	Kuraklık		ENTITY
Savaşlar sınır ihlalleri ve iç karışıklıklar nedeniyle can güvenliklerini sağlamak için ülke değiştiren insanlara ne denir	ülke değiştiren insanlara denir	DESCRIPTION	DEFINITION	Mülteci		DESCRIPTION
Uzun süreli ve devamlı kalmak üzere yapılan göçlere ne denir	göçlere denir	DESCRIPTION	DEFINITION	Kalıcı göç		DESCRIPTION
Kavimler göçü kaçıncı yüzyıllarda gerçekleşmiştir	kaçıncı yüzyıllarda gerçekleşmiştir	TEMPORAL	CENTURY	4.yy 5.yy/IV. V. yy		TEMPORAL
Kavimler göç hangi çağın kapanmasına sebep olmuştur	hangi çağın	TEMPORAL	ERA	İlk çağ		TEMPORAL
Coğrafi keşifler hangi yüzyılda  hız kazanmıştır	hangi yüzyılda	TEMPORAL	CENTURY	15.yy/XV. yy		TEMPORAL
Amerika kıtasına olan göçlerde kayıtlara göre ortalama kaç insan yer değiştirmiştir	kaç insan	NUMERIC	SIZE.POPULATION	60 milyon/60000000/60.000.000		NUMERIC
İngiliz ve Fransızlar Amerikanın hangi bölgelerinde koloniler kurmuşlardır	Amerikanın hangi bölgelerinde	LOCATION	REGION	Kuzey Amerika		LOCATION
İspanyollar Amerikanın hangi bölgesinde koloniler kurmuşlardır	Amerikanın hangi bölgesinde	LOCATION	REGION	Güney Amerika		LOCATION
Amerikaya olan göçler hangi yüzyılda hız kazanmıştır	hangi yüzyılda	TEMPORAL	CENTURY	19. yy		TEMPORAL
Osmanlı devleti bünyesinde yaşayan rumların temel geçim kaynağı neydi	temel geçim kaynağı	DESCRIPTION	DESCRIPTION	Ticaret		ENTITY
Yunanistan ile mübadele kararını içeren Lozan anlaşması ne zaman imzalanmıştır	ne zaman imzalanmıştır	TEMPORAL	DATE	30 ocak 1923		TEMPORAL
Çoğunlukla bilim ve tekniğin gelişmesine katkıda bulunabilecek nitelikli elemanların başka ülkelere çalışmak amaçlı göç etmelerine ne denir	göç etmelerine denir	DESCRIPTION	DEFINITION	Beyin göçü		DESCRIPTION
Ülkeler arası beyin göçü hangi yıldan sonra hız kazanmıştır	hangi yıldan sonra	TEMPORAL	DATE	1960		TEMPORAL
